Asset,Latitude,Longitude,Date,Direction,Degrees,Speed,Source
BPV PACIFIC MARLIN 456301540,-6.15467,72.19933,20/12/2013 11:22:00 UTC,S,175,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.468,72.23,20/12/2013 13:24:00 UTC,S,175,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.78133,72.262,20/12/2013 15:24:00 UTC,S,176,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.082,72.34067,20/12/2013 17:24:00 UTC,SSE,168,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.28267,72.402,20/12/2013 19:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.28267,72.40267,20/12/2013 21:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.28267,72.40267,20/12/2013 23:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.28333,72.40333,21/12/2013 01:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 03:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 05:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 07:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 09:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 11:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 13:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 15:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 17:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 21:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,21/12/2013 23:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 01:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 03:24:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 05:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 07:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 09:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 11:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 13:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 15:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 17:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 19:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 21:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,22/12/2013 23:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,23/12/2013 01:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,23/12/2013 03:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,23/12/2013 05:26:00 UTC,SE,138,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.248,72.29533,23/12/2013 07:26:00 UTC,W,259,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.28067,72.10267,23/12/2013 09:26:00 UTC,W,264,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.314,71.90933,23/12/2013 11:26:00 UTC,W,267,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.34867,71.70533,23/12/2013 13:26:00 UTC,WSW,254,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.36867,71.49133,23/12/2013 15:26:00 UTC,NNW,328,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.16733,71.35333,23/12/2013 17:26:00 UTC,NW,325,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.964,71.21667,23/12/2013 19:26:00 UTC,NNW,327,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.90667,71.28867,23/12/2013 21:26:00 UTC,ESE,105,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.988,71.55333,23/12/2013 23:26:00 UTC,ESE,102,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.066,71.822,24/12/2013 01:28:00 UTC,ESE,104,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.142,72.07133,24/12/2013 03:28:00 UTC,ESE,106,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.21333,72.31267,24/12/2013 05:28:00 UTC,ESE,106,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 07:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 09:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 11:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 13:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 15:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 17:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 19:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 21:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,24/12/2013 23:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 01:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 03:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 05:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 07:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 09:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 11:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 13:28:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 15:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 17:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 21:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/12/2013 23:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/12/2013 01:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/12/2013 03:30:00 UTC,ESE,106,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.126,72.44667,26/12/2013 05:30:00 UTC,NNE,28,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.884,72.59667,26/12/2013 07:30:00 UTC,NNE,33,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.63533,72.74867,26/12/2013 09:30:00 UTC,NNE,31,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.38333,72.90133,26/12/2013 11:30:00 UTC,NNE,29,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.13267,73.056,26/12/2013 13:30:00 UTC,NNE,30,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.88,73.21067,26/12/2013 15:30:00 UTC,NNE,33,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.632,73.364,26/12/2013 17:30:00 UTC,NNE,28,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.38067,73.51867,26/12/2013 19:30:00 UTC,NNE,32,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.134,73.66667,26/12/2013 21:30:00 UTC,NNE,31,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.00067,73.644,26/12/2013 23:30:00 UTC,W,270,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.99933,73.396,27/12/2013 01:32:00 UTC,W,270,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.00067,73.146,27/12/2013 03:30:00 UTC,W,272,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.114,73.00067,27/12/2013 05:30:00 UTC,S,178,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.38333,73.00067,27/12/2013 07:30:00 UTC,S,180,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.64867,73,27/12/2013 09:32:00 UTC,S,178,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.90667,73.00133,27/12/2013 11:30:00 UTC,S,180,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.96867,72.79467,27/12/2013 13:32:00 UTC,W,265,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.884,72.59067,27/12/2013 15:32:00 UTC,NNW,338,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.76067,72.41333,27/12/2013 17:32:00 UTC,W,272,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.784,72.17067,27/12/2013 19:32:00 UTC,SW,226,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.89533,71.952,27/12/2013 21:32:00 UTC,W,266,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.95867,71.69933,27/12/2013 23:32:00 UTC,WSW,248,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.13933,71.54,28/12/2013 01:32:00 UTC,S,187,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.15733,71.54133,28/12/2013 03:32:00 UTC,S,187,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.15733,71.54067,28/12/2013 05:32:00 UTC,S,187,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.11067,71.74467,28/12/2013 07:32:00 UTC,E,80,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.05933,72.00733,28/12/2013 09:32:00 UTC,E,95,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.086,72.26067,28/12/2013 11:32:00 UTC,E,96,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.00067,72.50867,28/12/2013 13:32:00 UTC,ENE,65,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,28/12/2013 15:32:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,28/12/2013 17:32:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,28/12/2013 19:32:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,28/12/2013 21:32:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,28/12/2013 23:32:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.94133,72.612,29/12/2013 01:34:00 UTC,ENE,65,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6,72.82867,29/12/2013 03:32:00 UTC,E,92,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.91133,72.998,29/12/2013 05:32:00 UTC,N,9,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.63533,72.99933,29/12/2013 07:34:00 UTC,N,358,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.36533,72.99933,29/12/2013 09:34:00 UTC,N,0,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.09067,73.00067,29/12/2013 11:34:00 UTC,N,2,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.554,73,29/12/2013 15:34:00 UTC,N,3,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.284,73.00067,29/12/2013 17:34:00 UTC,N,2,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.01467,72.99867,29/12/2013 19:34:00 UTC,N,359,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.00067,72.76467,29/12/2013 21:34:00 UTC,W,269,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.00467,72.56867,29/12/2013 23:34:00 UTC,ESE,104,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.01867,72.72067,30/12/2013 01:34:00 UTC,ESE,104,1,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.20733,72.62667,30/12/2013 03:34:00 UTC,SSE,149,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.474,72.76,30/12/2013 05:34:00 UTC,SSE,154,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.74933,72.896,30/12/2013 07:34:00 UTC,SSE,154,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.008,73.024,30/12/2013 09:34:00 UTC,SSE,156,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.28067,73.15667,30/12/2013 11:34:00 UTC,SSE,155,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.55533,73.29067,30/12/2013 13:34:00 UTC,SSE,152,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.82867,73.42733,30/12/2013 15:34:00 UTC,SSE,154,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.08867,73.556,30/12/2013 17:34:00 UTC,SSE,156,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.34933,73.68067,30/12/2013 19:34:00 UTC,SSE,156,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.53667,73.58467,30/12/2013 21:34:00 UTC,WSW,238,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.67,73.35133,30/12/2013 23:36:00 UTC,SW,236,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.80867,73.11467,31/12/2013 01:36:00 UTC,WSW,238,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.948,72.874,31/12/2013 03:36:00 UTC,WSW,242,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.08067,72.64533,31/12/2013 05:36:00 UTC,WSW,237,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.21,72.42,31/12/2013 07:36:00 UTC,WSW,240,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 09:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 11:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 13:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 15:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 17:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 19:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,31/12/2013 23:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 01:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 03:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 05:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 07:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 09:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,01/01/2014 11:36:00 UTC,WSW,240,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.12333,72.278,01/01/2014 13:36:00 UTC,NW,319,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.93467,72.1,01/01/2014 15:38:00 UTC,NW,313,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.744,71.91867,01/01/2014 17:38:00 UTC,NW,321,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.572,71.75133,01/01/2014 19:38:00 UTC,W,273,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.51533,71.538,01/01/2014 21:38:00 UTC,N,0,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.25733,71.554,01/01/2014 23:38:00 UTC,N,2,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.342,02/01/2014 03:38:00 UTC,SSW,208,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.342,02/01/2014 05:38:00 UTC,SSW,208,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34267,02/01/2014 07:38:00 UTC,SSW,208,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.19133,71.34267,02/01/2014 11:38:00 UTC,SSW,208,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.98333,71.44467,02/01/2014 13:38:00 UTC,NNE,26,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.75,71.464,02/01/2014 15:38:00 UTC,NW,325,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.548,71.31933,02/01/2014 17:38:00 UTC,NW,326,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.34867,71.17733,02/01/2014 19:38:00 UTC,NNW,327,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.144,71.03133,02/01/2014 21:38:00 UTC,NNW,327,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.932,70.88067,02/01/2014 23:38:00 UTC,NW,324,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.71933,70.72667,03/01/2014 01:38:00 UTC,NW,326,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.51533,70.58067,03/01/2014 03:38:00 UTC,NNW,327,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.31933,70.442,03/01/2014 05:38:00 UTC,NW,326,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.12667,70.304,03/01/2014 07:40:00 UTC,NW,324,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.93067,70.16467,03/01/2014 09:40:00 UTC,NNW,327,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.74867,70.03533,03/01/2014 11:40:00 UTC,NW,320,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.568,69.904,03/01/2014 13:40:00 UTC,NW,326,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.37933,69.77067,03/01/2014 15:40:00 UTC,NW,324,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.194,69.63867,03/01/2014 17:40:00 UTC,NW,325,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.008,69.50667,03/01/2014 19:40:00 UTC,WSW,248,4.6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.82267,69.68533,03/01/2014 21:40:00 UTC,NE,54,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.65,69.90067,03/01/2014 23:40:00 UTC,NE,48,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.53333,70.13,04/01/2014 01:40:00 UTC,E,93,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.676,70.348,04/01/2014 03:40:00 UTC,ESE,121,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.87667,70.58,04/01/2014 05:40:00 UTC,SE,132,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.05333,70.802,04/01/2014 07:40:00 UTC,SE,145,10,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.212,71.026,04/01/2014 09:40:00 UTC,SE,145,2,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.35733,71.07667,04/01/2014 11:40:00 UTC,S,170,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.62933,71.12467,04/01/2014 13:40:00 UTC,S,172,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.88333,71.256,04/01/2014 15:40:00 UTC,SSE,155,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.126,71.386,04/01/2014 17:40:00 UTC,SSE,150,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.30867,71.48133,04/01/2014 19:40:00 UTC,SSE,158,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.556,71.60267,04/01/2014 21:40:00 UTC,SSE,153,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.79667,71.72,04/01/2014 23:40:00 UTC,SSE,154,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.04467,71.84133,05/01/2014 01:40:00 UTC,SSE,152,8,"SAT-C,D:9220,M:13,O:IOR"
