"","ID.","Habitat","ResDimension","ConDimension","Model","AIC","BIC"
"396",39981,3,3,1,"CubFit",-125.756635907725,-126.797838561585
"397",39982,2,2,2,"PowFit",-55.1439637282656,-54.5522899962569
"398",39982,2,2,2,"QuaFit",-69.9424705281475,-69.1535722188026
"399",39982,2,2,2,"GenFit",NA,NA
"400",39982,2,2,2,"CubFit",-68.2712606191641,-67.285137732483
"401",39983,3,1,1,"PowFit",-295.983782766339,-294.790096947944
"402",39983,3,1,1,"QuaFit",-294.067238862082,-292.475657770889
"403",39983,3,1,1,"GenFit",-294.16997932056,-292.578398229367
"404",39983,3,1,1,"CubFit",-292.283079219852,-290.29360285586
"405",39984,3,1,1,"PowFit",-104.259758807678,-104.884480399994
